hip,ra,dec,Vmag,plx,period,SpType,main_id,NAME,rgb,otype_txt,oid,temp
64407,198.01476264,-16.19860153,5.04,30.72,,F6V,*  53 Vir,,"rgb(249,243,248)",PM*,2115173,6576
64417,198.03503865,24.25802744,6.31,6.35,,K1III,HD 114724,,"rgb(255,225,197)",**,2102074,4728
64425,198.07331699,-59.92057895,4.58,9.42,0.64,B8V,V* V831 Cen,,"rgb(194,213,254)",El*,3325669,11137
64437,198.10597026,80.4713092,6.25,4.75,,K0Ib,HD 115337,,"rgb(255,227,202)",**,378517,4853
64445,198.13717226,11.55609605,5.76,4.02,,M0III,HD 114780,,"rgb(254,202,153)",PM*,2105781,3795
64449,198.14961917,18.75177621,6.51,9.32,,G8III,HD 114793,,"rgb(255,232,211)",PM*,2104779,5108
64459,198.18440628,-31.87334904,6.68,28.57,,G0V,HD 114729,,"rgb(254,242,238)",PM*,2116971,6003
64466,198.20334548,-66.22674699,5.91,11.45,,A0V(n),HD 114570,,"rgb(207,221,254)",*,3315247,9563
64470,198.20635166,42.62667009,6.79,6.13,,G5,HD 114877,,"rgb(255,228,202)",*,2062780,4873
64472,198.21182433,-42.69972052,6.19,5.18,,K0III,HD 114707,,"rgb(255,222,192)",*,11581218,4609
64478,198.23215239,-59.81660468,6.18,25.12,,G0V,HD 114630,,"rgb(254,242,238)",SB*,3325675,5999
64482,198.25079824,67.30968584,6.96,8.29,,K0,HD 115061,,"rgb(255,218,183)",PM*,446941,4419
64484,198.26507097,38.27713463,6.83,16.41,,F7V,HD 114905,,"rgb(249,243,247)",PM*,2064104,6509
64496,198.30168441,18.72700788,6.1,10.98,,G8III,HD 114889,,"rgb(255,215,178)",PM*,2104780,4306
64515,198.34729859,-50.69982887,5.9,9.92,,B9V,HD 114772,,"rgb(200,217,253)",**,3357922,10264
64520,198.36181461,-18.8264063,6.26,2.52,0.99,A0V,* 54 Vir,,"rgb(212,224,255)",**,2115781,9145
64522,198.36678389,67.28795888,6.52,7.28,,K2III,HD 115136,,"rgb(255,218,183)",PM*,446944,4417
64527,198.3832567,72.7990974,6.57,11.36,,A2V,HD 115227,,"rgb(212,224,255)",*,408318,9145
64530,198.39976628,36.88758187,6.5,2.42,,M0,HD 114975,,"rgb(253,197,144)",V*,2065142,3626
64532,198.40420228,56.70827053,6.82,38.92,,G1V,HD 115043,,"rgb(254,241,237)",PM*,530113,5955
64540,198.42892358,40.15288533,4.94,6.24,,K0III,HD 115004,,"rgb(255,222,191)",PM*,2064080,4600
64543,198.43590536,32.53043761,6.68,4.14,,G2II,HD 114988,,"rgb(255,235,218)",*,2067177,5289
64550,198.46760677,-45.18579965,6.93,40.87,,G2V,HD 114853,,"rgb(255,240,233)",PM*,3372442,5804
64556,198.48985659,1.45644719,6.55,6.65,,K5III,HD 114960,,"rgb(254,207,162)",PM*,2107404,3978
64557,198.49033305,-43.13910665,6.16,9.29,,K5II,HD 114873,,"rgb(254,208,164)",PM*,2118230,4006
64564,198.50796177,-62.65388907,6.82,0.36,,F8Ib,HD 114792,,"rgb(255,225,197)",*,3327713,4747
64577,198.54539617,-19.93094659,5.31,25.89,,G8III/IV,*  55 Vir,,"rgb(255,232,211)",PM*,2115811,5100
64580,198.55036527,-58.68393657,5.91,9.49,,K0/K1III,HD 114835,,"rgb(255,221,189)",HB*,3325632,4549
64583,198.56310217,-59.10323522,4.9,55.49,,F7IV,HD 114837,,"rgb(250,243,246)",PM*,3326354,6439
64587,198.57221676,-78.44745396,5.84,1.75,,F8Ib,HD 114533,,"rgb(255,223,193)",*,3302749,4648
64590,198.583663,-42.85218717,6.72,6.33,,K1III,HD 114922,,"rgb(255,221,189)",HB*,2118231,4551
64598,198.60623739,-75.17115897,6.98,2.25,,K3IIICN...,HD 114657,,"rgb(254,202,152)",*,3301531,3788
64603,198.61471148,-24.28425368,6.66,9.15,,F0V,HD 114993,,"rgb(245,242,252)",**,2116331,6880
64607,198.63034859,11.33165633,5.64,6.43,,M0III,V* LN Vir,,"rgb(254,201,152)",EB*,2105782,3772
64623,198.68027747,-48.9570225,5.84,12.58,,K0IV,HD 114971,,"rgb(255,222,191)",**,3357587,4600
64624,198.68493829,-63.58105649,6.87,2.6,,O9:V,HD 114886,,"rgb(215,226,255)",**,3329410,8913
64625,198.68797577,-10.37038157,6.95,4.93,,K5,*  56 Vir,,"rgb(254,200,149)",PM*,2114015,3731
64648,198.78579958,35.44580526,6.8,7.15,,A2,HD 115197,,"rgb(223,232,255)",*,2065171,8304
64651,198.78940859,-36.37140957,6.17,7.02,,K1III,HD 115050,,"rgb(255,227,200)",*,2117732,4820
64654,198.792627,18.91890446,6.55,5.32,,K0,HD 115166,,"rgb(254,203,155)",*,2104232,3839
64661,198.81225236,-67.89458914,4.79,8.04,2.4,B8V,* eta Mus,,"rgb(194,213,254)",SB*,3316077,11215
64682,198.85665809,-69.67928362,6.37,10.65,,K2/K3III,HD 114912,,"rgb(255,215,177)",PM*,3316695,4289
64692,198.88313472,40.85519935,5.77,13.32,,A7V,*  19 CVn,,"rgb(225,233,255)",SB*,2062801,8178
64711,198.94553929,7.95298619,6.75,3.72,,K0,HD 115245,,"rgb(255,217,182)",*,2106534,4382
64725,198.9948806,-19.94310297,5.21,25.68,,K1III,*  57 Vir,,"rgb(255,224,196)",PM*,2115812,4716
64739,199.02770807,-57.06158914,6.95,7.46,,F2IV,HD 115113,,"rgb(239,240,255)",**,3340396,7318
64749,199.05323425,-52.41479893,6.89,6.21,,K0III,HD 115159,,"rgb(255,224,194)",*,11578775,4671
64751,199.05952797,19.05173417,6.46,10.63,,G8III,HD 115319,,"rgb(255,226,200)",PM*,2104233,4810
64769,199.10618066,-1.3905402,6.69,8.21,0.11,F1IV,V* DK Vir,,"rgb(238,240,255)",dS*,2109200,7374
64774,199.11930545,68.40800065,6.2,7.12,,B9.5V,HD 115612,,"rgb(196,214,253)",*,446927,10823
64778,199.13262503,-44.70437237,6.85,1.66,,K5pvar,V* UY Cen,,"rgb(255,160,65)",S*,3372481,2472
64779,199.13441748,19.78528924,6.43,11.65,,F0V,HD 115365,,"rgb(234,238,255)",**,2104225,7631
64781,199.15294307,18.90327771,6.72,7.81,,K0,HD 115381,,"rgb(255,225,197)",PM*,2104235,4735
64790,199.18711943,-65.13825873,6.06,25.74,,F5V,HD 115149,,"rgb(247,243,250)",PM*,3330093,6719
64792,199.19381485,9.42415651,5.19,55.71,,G0Vs,* e Vir,,"rgb(254,242,238)",PM*,2106506,6026
64797,199.21271793,17.01718242,6.49,89.07,,K2V,HD 115404,,"rgb(255,229,205)",PM*,5610049,4927
64803,199.22139531,-31.50619645,5.1,13.21,,K0III,* r Cen,,"rgb(255,227,201)",RG*,2116964,4843
64820,199.30421831,-66.78343804,4.86,2.75,,K2Ib/II,HD 115211,,"rgb(254,203,154)",V*,3316049,3823
64822,199.30799895,-43.97947958,5.82,17.12,,Am,HD 115331,,"rgb(224,232,255)",*,3372424,8264
64823,199.31511763,13.67575121,5.33,10.94,,K3III,HD 115478,,"rgb(254,210,169)",*,2105351,4114
64828,199.34157037,-11.48352689,6.61,8.39,,A2,HD 115446,,"rgb(233,237,255)",PM*,2114276,7698
64834,199.36385729,-10.54628773,6.89,12.61,1.68,F0,*  58 Vir,,"rgb(240,241,255)",gD*,2114019,7228
64838,199.3743884,-0.67606461,6.36,13.45,,F0V,HD 115488,,"rgb(232,237,255)",**,2109181,7725
64843,199.38232337,-15.54807129,6.68,6.95,,K0III,HD 115467,,"rgb(255,222,192)",PM*,2114800,4623
64844,199.38558588,40.57260759,4.72,11.39,0.12,F3III,*  20 CVn,,"rgb(237,239,255)",dS*,2062806,7423
64852,199.4011779,5.46986933,4.78,6.03,,M2III,* sig Vir,,"rgb(253,197,142)",V*,2106602,3597
64867,199.43600065,-47.58992951,6.63,2.27,,B9V,HD 115415,,"rgb(201,217,253)",*,3373562,10188
64876,199.48090318,-68.49566882,6.68,4.44,,B9IV,HD 115286,,"rgb(208,222,254)",**,3316101,9454
64892,199.52126639,-44.05537954,6.8,9.06,,B9V,HD 115470,,"rgb(199,216,253)",*,3372426,10355
64906,199.56045992,49.68206239,5.14,11.85,,A0V,*  21 CVn,,"rgb(197,214,253)",a2*,566730,10780
64914,199.58278535,-63.4491457,6.78,0.48,,F5Iab,HD 115400,,"rgb(255,237,223)",*,3330410,5442
64920,199.59754874,-28.33251907,6.8,5.52,,K0III,HD 115577,,"rgb(255,226,199)",PM*,2116647,4788
64925,199.60374562,-45.76465483,6.87,9.87,,A0V,HD 115527,,"rgb(201,217,253)",*,11579636,10200
64924,199.60131085,-18.31119618,4.74,117.3,,G5V,*  61 Vir,,"rgb(255,238,226)",PM*,2115738,5571
64927,199.61553346,34.09830367,5.81,6.47,,K4.5III,HD 115723,,"rgb(254,208,164)",*,2067166,4006
64933,199.64527648,-51.28577567,6.18,5.06,,A0V,HD 115529,,"rgb(201,217,253)",*,3357830,10137
64951,199.70115096,-79.97601697,6.34,7.35,,B9.5/A0V,HD 115088,,"rgb(199,216,253)",*,3302790,10475
64954,199.71301638,3.68763389,6.62,7.32,,A1IV,HD 115709,,"rgb(208,221,254)",PM*,2133663,9476
64962,199.73040326,-23.17151233,2.99,24.69,,G8III,* gam Hya,,"rgb(255,229,205)",SB*,2141636,4943
64979,199.76771426,35.12797809,6.01,15.34,,F0IV,HD 115810,,"rgb(234,238,255)",*,2120084,7611
64983,199.77791387,3.72283672,6.91,4.85,,K2III:,HD 115753,,"rgb(255,219,186)",*,2133665,4484
64994,199.82909525,-72.03560274,6.04,7.33,,K3III,HD 115439,,"rgb(254,209,166)",PM*,3316752,4049
65015,199.91000996,-60.63518531,6.98,1.13,,K5Ib,HD 115636,,"rgb(253,188,125)",*,3326401,3312
65046,199.99290279,-41.19066409,6.73,18.25,,F6V,HD 115773,,"rgb(251,243,244)",PM*,2147416,6303
65050,200.00888529,-62.52658236,6.91,4.92,,K2/K3III,HD 115669,,"rgb(254,211,171)",*,3326628,4144
65067,200.06123922,3.28753269,6.96,8.89,,K2,HD 115930,,"rgb(255,218,183)",*,2133667,4413
65072,200.07896443,40.15054794,5.6,4.98,,K1III,*  23 CVn,,"rgb(255,215,178)",PM*,2119058,4300
65074,200.08326792,-11.30413197,6.73,7.73,,K0,*  62 Vir,,"rgb(255,225,197)",PM*,2140085,4742
65108,200.14594742,-59.77278057,6.2,8.31,,F3/F5II,HD 115778,,"rgb(246,243,251)",*,3341303,6827
65109,200.14924004,-36.71229493,2.75,55.64,,A2V,* iot Cen,,"rgb(209,222,255)",PM*,2146726,9349
65112,200.15760353,-52.74782498,5.47,8.24,1.54,B6V,V* V964 Cen,,"rgb(190,211,254)",EB*,3358170,12011
65119,200.17320421,2.94228958,6.26,7.97,,A3V,HD 115995,,"rgb(213,225,255)",**,2133670,9008
65129,200.20141301,-55.80068826,6.0,0.0,,B0.5Ia,HD 115842,,"rgb(230,235,255)",Em*,3340355,7894
65135,200.21253634,43.99018568,6.51,20.6,,F2,HD 116127,,"rgb(247,243,251)",SB*,606265,6754
65144,200.24041545,-46.88000771,5.76,8.64,,K1III,HD 115912,,"rgb(255,220,187)",PM*,3372698,4501
65151,200.26991439,-24.47022315,6.89,1.22,,K5/M0III,HD 115998,,"rgb(253,196,141)",*,2141883,3577
65154,200.28055247,47.26974099,6.97,5.14,,K0,HD 116172,,"rgb(255,230,207)",*,585639,4996
65159,200.29536948,37.8571071,6.93,9.36,,F8V,HD 116156,,"rgb(253,242,241)",*,2119266,6153
65178,200.3579449,-43.63432492,6.67,7.79,,B9V,HD 115988,,"rgb(199,216,253)",*,3390502,10434
65183,200.37403946,-19.48929371,6.21,11.28,,A2/A3V,HD 116061,,"rgb(213,225,255)",PM*,2141419,9047
65198,200.42351235,2.08724324,5.69,15.32,,A2V,HD 116160,,"rgb(206,221,254)",PM*,2134183,9596
65230,200.51634072,43.90337884,6.34,7.12,,A7m,HD 116303,,"rgb(232,237,255)",PM*,606267,7760
65235,200.5266725,-14.41987321,6.84,3.94,,K5III,HD 116177,,"rgb(254,202,152)",*,2140950,3783
65236,200.53089774,-60.18498631,6.92,1.0,,B1III,HD 116003,,"rgb(200,216,253)",*,3341660,10316
65239,200.53438154,-12.57954428,6.88,2.76,,K5III,HD 116175,,"rgb(253,198,144)",*,2140233,3635
65241,200.54037208,5.15476433,5.89,15.7,,A2m,*  64 Vir,,"rgb(214,226,255)",**,2133684,8941
65245,200.56283308,30.29193826,6.8,5.41,,K2III,HD 116287,,"rgb(254,208,164)",*,2124200,4022
65247,200.5678565,-52.18295639,5.81,0.63,,B2.5Ib,HD 116084,,"rgb(210,223,255)",*,11578778,9307
65265,200.62895061,-6.20215177,6.63,16.9,,K0,HD 116249,,"rgb(255,239,228)",PM*,2139300,5629
65271,200.65807108,-60.988393,4.52,9.2,,B3V,* J Cen,,"rgb(189,210,255)",**,3326528,12311
65288,200.71880488,-47.94322097,6.18,3.28,,A4V,HD 116197,,"rgb(223,231,255)",**,3372736,8313
65289,200.71911293,-72.14671164,6.06,4.37,,B6V,HD 115967,,"rgb(207,221,254)",**,3317241,9552
65301,200.75464431,-17.7352737,5.36,10.2,,K0III,*  63 Vir,,"rgb(255,226,199)",PM*,2141169,4774
65303,200.76083342,-48.56279133,6.37,1.82,,B6IV,HD 116226,,"rgb(194,213,254)",*,3373013,11199
65309,200.77287358,47.00199401,6.64,2.51,,M4III:,V* BR CVn,,"rgb(254,200,149)",LP*,585667,3716
65311,200.78596375,-33.18987835,6.17,4.46,,M2III,HD 116278,,"rgb(253,196,141)",V*,2145971,3577
65323,200.82872415,-4.92442737,5.88,2.81,,K3III,*  65 Vir,,"rgb(254,205,158)",*,2138653,3900
65372,200.96714527,-49.82281085,6.48,7.68,,G8III,HD 116338,,"rgb(255,227,201)",PM*,3357796,4843
65373,200.96947367,-47.89054074,6.77,6.08,,K0III,HD 116337,,"rgb(255,223,194)",RG*,3372737,4662
65376,200.974707,37.03392046,6.1,2.7,,M3III,V* CL CVn,,"rgb(253,197,142)",LP*,2120372,3598
65378,200.9814288,54.92536175,2.23,41.73,,A2V,* zet UMa,Mizar,"rgb(208,222,254)",**,529537,9465
65381,200.98784125,-20.92458674,6.44,6.9,,K1/K2III/IV,HD 116429,,"rgb(255,220,187)",*,2141436,4512
65387,201.00201188,-64.53566793,4.52,12.69,,G5III-IV,* m Cen,,"rgb(255,234,215)",*,3329649,5215
65413,201.10825198,-51.87516431,6.68,3.49,,K2III,HD 116398,,"rgb(254,209,167)",*,3358107,4063
65414,201.10860617,-4.30897725,6.82,8.43,,K0,HD 116545,,"rgb(255,221,189)",**,2138625,4558
65417,201.12721225,12.43183235,6.44,6.06,,K0III,HD 116594,,"rgb(255,222,191)",SB*,2132599,4598
65420,201.13845338,-5.1640102,5.76,33.23,,F3V,*  66 Vir,,"rgb(246,243,251)",PM*,2138914,6801
65466,201.27782704,23.85441857,5.75,12.82,,A3IV,HD 116706,,"rgb(212,224,255)",*,2128573,9125
65468,201.27965886,-74.88781838,5.04,14.51,,K0III,* iot01 Mus,,"rgb(255,220,187)",PM*,3301535,4493
65474,201.29824701,-11.16132203,0.98,12.44,4.01,B1V,* alf Vir,Spica,"rgb(180,204,254)",bC*,2140887,14491
65477,201.30640816,54.98795767,3.99,40.19,,A5V SB,* g UMa,Alcor,"rgb(222,231,255)",**,529551,8410
65479,201.3080283,-64.48514427,5.32,25.45,,F2III,HD 116457,,"rgb(246,243,251)",PM*,3329651,6822
65503,201.38048073,-68.52807814,6.98,5.79,,G6III,HD 116424,,"rgb(255,222,192)",*,3316102,4609
65509,201.41687575,15.56406232,6.83,6.89,,K0,HD 116784,,"rgb(255,213,175)",PM*,2132115,4227
65522,201.4595884,-70.62724814,5.65,7.03,,Ap,*  67 Mus,,"rgb(199,216,253)",SB*,3316721,10355
65528,201.49185613,-35.07583926,6.82,2.22,,K5/M0III,HD 116711,,"rgb(253,197,143)",*,2146770,3611
65530,201.49940927,63.26127474,6.5,46.86,,G6V,HD 117043,,"rgb(255,237,223)",PM*,461108,5471
65532,201.52608188,-16.85848826,6.56,7.92,,K0III,HD 116768,,"rgb(255,217,182)",PM*,2141172,4388
65535,201.5323613,-39.75510736,5.11,15.73,,Kp...,HD 116713,,"rgb(255,216,180)",Pe*,2147258,4346
65536,201.53361196,72.3914759,5.82,3.23,,M1III,HD 117187,,"rgb(253,196,141)",V*,407987,3578
65539,201.53382831,-32.54730964,6.85,12.62,,F0V,HD 116743,,"rgb(242,241,254)",**,2145962,7123
65545,201.5475583,-1.19247104,5.97,13.3,,A7III,HD 116831,,"rgb(224,232,255)",PM*,2136349,8296
65550,201.56917611,46.02805514,5.88,9.13,,K0III:,HD 116957,,"rgb(255,226,199)",*,585652,4779
65551,201.56952145,-48.78658845,6.7,8.79,,A0V,HD 116717,,"rgb(205,220,254)",PM*,3375715,9742
65557,201.61016145,-34.01005203,6.87,17.6,,K1III,HD 116788,,"rgb(255,228,203)",PM*,2145989,4881
65581,201.67986526,-12.70766416,5.27,6.46,,K5III,* i Vir,,"rgb(254,203,155)",PM*,2140236,3828
65593,201.73381813,-41.49756217,5.69,1.62,,K3III,HD 116835,,"rgb(254,203,155)",*,2147490,3828
65595,201.7366828,78.6438692,5.74,11.15,,G2.5IIIb,HD 117566,,"rgb(255,236,220)",PM*,378549,5375
65603,201.76920594,64.7355265,6.64,14.83,,F0,HD 117200,,"rgb(244,242,253)",PM*,461076,6972
65606,201.77661062,-49.14370898,6.31,3.05,,A0III/IV,HD 116836,,"rgb(202,218,253)",**,3375743,10087
65621,201.81108666,-40.16266464,6.4,7.21,,G8/K0III,HD 116873,,"rgb(255,226,200)",*,2147458,4806
65628,201.82706917,-74.69175526,6.62,6.58,,B9V,* iot02 Mus,,"rgb(196,214,253)",*,3317338,10882
65630,201.83607159,-49.38129148,6.27,1.41,,B3IV,HD 116862,,"rgb(190,211,254)",*,3375744,11974
65639,201.86318324,-15.97357823,4.76,12.63,,K1IIICN...,*  69 Vir,,"rgb(255,220,188)",PM*,2141156,4523
65678,201.99845674,52.74558843,6.34,10.03,,F0,HD 117242,,"rgb(232,237,255)",PM*,547641,7732
65682,202.00783714,-26.40223524,6.49,3.0,,K5III,HD 117033,,"rgb(253,198,144)",*,2142270,3637
65698,202.0491407,50.58728993,6.96,8.38,,F1IV,HD 117281,,"rgb(234,238,255)",PM*,566289,7611
65709,202.07813842,31.14923349,6.94,2.96,,K2,HD 117203,,"rgb(254,207,162)",*,2124212,3973
65721,202.10753905,13.77878731,4.97,55.22,,G5V,*  70 Vir,,"rgb(255,238,226)",PM*,2132530,5554
65723,202.10934085,40.72964578,6.49,7.55,,G8III,HD 117261,,"rgb(255,229,204)",PM*,2118521,4925
65728,202.11286336,59.94578679,5.4,13.79,,A1Vn,HD 117376,,"rgb(200,217,253)",PM*,501165,10251
65754,202.19095581,50.71856882,6.42,12.87,,F0IV,HD 117361,,"rgb(245,242,252)",PM*,566290,6859
65755,202.19495785,-69.62715219,6.17,4.67,4.33,B8V,V* EZ Mus,,"rgb(200,216,253)",a2*,3316686,10303
65760,202.22884215,-62.10227704,6.64,1.27,,F2Ia,HD 117000,,"rgb(255,221,190)",Em*,3342455,4567
65783,202.28292173,-64.67579447,6.09,11.33,,A2m,HD 117025,,"rgb(215,226,255)",PM*,3329691,8866
65790,202.30416835,10.81830976,5.65,11.99,,K0III,*  71 Vir,,"rgb(255,222,192)",PM*,2132625,4621
65796,202.31215048,-1.36442768,6.42,6.8,,K0III,HD 117267,,"rgb(255,219,186)",PM*,2136355,4467
65798,202.3169382,-45.5377728,6.61,5.61,,B9IV/V,HD 117145,,"rgb(197,215,253)",*,3390436,10681
65810,202.35522543,-51.16513397,5.04,6.47,,A0V,* K Cen,,"rgb(208,222,254)",*,3375946,9444
65813,202.37174181,-18.72911284,6.88,4.03,,K2/K3IIICNp,HD 117246,,"rgb(254,206,161)",PM*,2141418,3945
65822,202.40067838,-47.87581872,6.94,7.36,,A1V,HD 117193,,"rgb(211,223,255)",*,11579535,9225
65835,202.42825124,-23.28133108,6.4,1.62,384.0,M6/M7e,V* R Hya,,"rgb(254,210,168)",Mi*,2141870,4091
65839,202.44618473,1.09534741,6.59,11.84,0.78,A7V,V* FO Vir,,"rgb(235,238,255)",EB*,2134256,7565
65855,202.49016737,6.01353302,6.51,6.54,,K0,HD 117405,,"rgb(255,227,202)",PM*,2133373,4850
65862,202.50033687,7.17885328,6.18,4.06,,K5,HD 117404,,"rgb(254,203,155)",*,2165648,3837
65891,202.60530615,-58.66435568,6.75,7.02,,K0III,HD 117253,,"rgb(255,225,197)",RG*,3341036,4735
65892,202.60718409,-6.47026462,6.1,18.47,,F2V,*  72 Vir,,"rgb(240,241,255)",V*,2171454,7210
65911,202.66303868,9.31681417,6.88,5.17,,K0...,HD 117498,,"rgb(255,223,194)",*,2164477,4657
65920,202.71429059,-3.04983103,6.91,7.72,,K0,HD 117515,,"rgb(255,224,194)",*,2170640,4671
65936,202.76106938,-39.40730717,3.9,2.6,,G8II/III,* d Cen,,"rgb(255,216,180)",**,2180088,4336
65949,202.80479385,-13.44877684,6.93,10.78,,F0IV/V,HD 117544,,"rgb(240,241,255)",PM*,2173339,7234
65951,202.81569522,42.10615344,6.07,12.38,,K2III,HD 117710,,"rgb(255,221,190)",PM*,2148973,4569
65955,202.84380234,-42.46475145,6.56,8.7,,K0III,HD 117483,,"rgb(255,227,201)",**,2180373,4835
65969,202.8882005,-28.1127404,6.48,11.48,,A1V,HD 117558,,"rgb(212,224,255)",PM*,2174680,9125
65970,202.88921782,-61.58236151,6.66,0.75,5.62,F6/F7Ib,V* V659 Cen,,"rgb(255,235,220)",cC*,3342322,5350
66005,202.99058809,-65.32184804,6.62,12.14,,A8/A9IV,HD 117432,,"rgb(236,238,255)",**,3329700,7526
66006,202.99118799,-6.25581614,4.68,7.55,,M3III,* l Vir,,"rgb(253,198,144)",PM*,2171451,3640
66015,203.01169534,-18.72887979,6.01,13.94,,A7IV/V,*  73 Vir,,"rgb(225,233,255)",dS*,2173848,8194
66019,203.02255809,-38.39884434,6.14,8.99,,K1III,HD 117597,,"rgb(255,223,194)",PM*,2180085,4669
66023,203.04498749,-79.66077594,6.69,3.08,,K2III,HD 117076,,"rgb(254,207,162)",*,3302796,3975
66042,203.09170139,36.81817356,6.82,4.93,,G8III compSB,HD 117846,,"rgb(255,236,221)",**,2151328,5404
66057,203.13655966,-69.23168799,7.0,7.96,,F5II/III,HD 117445,,"rgb(255,237,224)",**,3331641,5487
66060,203.14361264,-29.56526299,6.45,21.17,,F5IV,HD 117718,,"rgb(247,243,250)",PM*,2175028,6684
66065,203.14957695,-28.69276831,5.69,15.25,,A0/A1V,HD 117716,,"rgb(205,220,254)",PM*,2174686,9685
66086,203.20089538,24.34674261,6.11,6.94,,G8III,HD 117876,,"rgb(255,227,200)",RG*,2160108,4818
66089,203.21244756,34.9071368,6.78,5.73,,F0III,HD 117902,,"rgb(230,235,255)",**,2151385,7894
66091,203.21517405,-15.36301166,5.52,4.94,,K1III,*  75 Vir,,"rgb(255,214,176)",PM*,2173424,4254
66098,203.24197067,-10.16499993,5.21,12.36,,K0III,* h Vir,,"rgb(255,227,201)",PM*,2172430,4830
66113,203.28831511,5.85307761,6.64,4.55,,G5,HD 117877,,"rgb(255,228,204)",*,2165690,4904
66121,203.30692102,-77.5693883,6.52,28.45,,F6V,HD 117360,,"rgb(248,243,249)",PM*,3301984,6600
66128,203.34410419,33.65766142,6.68,4.31,,K2III,HD 117981,,"rgb(255,216,180)",*,2153227,4336
66139,203.37255002,-43.42276807,6.65,25.54,,F6V,HD 117807,,"rgb(249,243,248)",PM*,3405980,6532
66152,203.39946618,-65.63269014,6.36,9.35,,A0V,HD 117651,,"rgb(200,216,253)",*,3329743,10303
66171,203.44898759,-39.94566998,6.69,6.39,,A1IV/V,HD 117851,,"rgb(220,230,255)",PM*,2180395,8519
66198,203.53044103,55.34843362,5.6,11.77,,A0V,*  81 UMa,,"rgb(200,216,253)",*,529578,10303
66200,203.53304559,3.65896665,4.92,17.79,3.72,A1p SrCrEu,* o Vir,,"rgb(205,219,254)",a2*,2166117,9777
66223,203.59110809,38.7892652,6.37,14.64,,F0IV,HD 118156,,"rgb(230,236,255)",**,2150015,7858
66234,203.61358066,49.01597263,4.68,17.12,,A5V,*  24 CVn,,"rgb(217,228,255)",PM*,566360,8729
66236,203.62067519,-48.27216212,6.32,4.49,,B8III,HD 117919,,"rgb(196,214,253)",**,3375720,10823
66247,203.66854064,-13.2143237,5.92,6.43,,A0V,* y Vir,,"rgb(204,219,254)",**,2173364,9882
66249,203.67330011,-0.59582018,3.38,44.55,,A3V,* zet Vir,Heze,"rgb(215,226,255)",PM*,2168382,8894
66251,203.67813012,76.54671045,6.46,3.18,,K5III:,HD 118686,,"rgb(253,199,147)",*,391041,3686
66254,203.6815683,-33.31085403,6.46,3.61,,K2III,HD 118010,,"rgb(255,213,174)",PM*,2178258,4212
66257,203.69920134,37.18241487,4.91,22.46,,F2IV SB,V* BH CVn,,"rgb(245,242,252)",RS*,2150094,6859
66275,203.75712431,12.51395816,6.56,7.55,,K0,HD 118180,,"rgb(255,223,193)",*,2164102,4632
66289,203.79642577,-62.63072812,6.7,6.95,,G8III,HD 117923,,"rgb(255,228,203)",*,3342000,4881
66290,203.79757418,22.4997295,6.91,22.79,,F5V,HD 118244,,"rgb(249,243,248)",SB*,2161589,6547
66292,203.80098666,-32.21239114,6.77,15.07,,F0V,HD 118084,,"rgb(243,242,254)",PM*,11581976,7055
66294,203.8087478,44.19704689,6.83,8.4,,F0III,HD 118295,,"rgb(226,233,255)",*,605836,8124
66320,203.88040075,-5.3961912,5.7,8.8,,G6III,*  80 Vir,,"rgb(255,227,202)",PM*,2171606,4866
66326,203.88926957,10.2049616,6.48,9.9,,K1III+...,HD 118266,,"rgb(255,223,193)",PM*,2164502,4641
66345,203.96690797,8.29278166,6.93,1.28,,M4III,V* FP Vir,,"rgb(254,203,155)",LP*,2164527,3831
66376,204.10909367,-42.41534396,6.82,10.99,,A3m...,HD 118252,,"rgb(231,236,255)",*,3405836,7830
66380,204.14000516,52.68751485,6.93,5.83,,K5,HD 118575,,"rgb(254,200,149)",*,547181,3721
66385,204.16623678,49.48664829,6.48,6.52,,K1III,HD 118536,,"rgb(255,216,181)",*,566340,4358
66398,204.20129837,-26.49797437,6.72,7.65,,A,HD 118349B,,"rgb(230,236,255)",PM*,2174727,7865
66400,204.20187031,-26.49519801,5.73,8.44,,A7V+...,HD 118349A,,"rgb(228,234,255)",PM*,2174976,8011
66405,204.210714,-34.46783872,6.48,6.28,,K0III,HD 118319,,"rgb(255,224,195)",V*,2179715,4681
66417,204.2461792,24.61329748,5.72,6.45,,M2III,HD 118508,,"rgb(253,198,145)",V*,2160113,3658
66422,204.26172205,67.03631771,6.7,6.35,,G5,HD 118788,,"rgb(255,226,198)",PM*,446574,4769
66427,204.27504351,-44.14320351,5.96,8.66,,G8/K0III,HD 118338,,"rgb(255,228,204)",RG*,3405886,4901
66435,204.29578548,71.24225187,5.5,8.14,,K2III,HD 118904,,"rgb(255,214,177)",*,427527,4271
66438,204.30160477,-61.69185588,5.63,28.18,,F6V,HD 118261,,"rgb(250,243,246)",**,3341953,6420
66440,204.3029788,52.59305409,6.73,3.09,,K5,HD 118668,,"rgb(254,202,153)",PM*,547199,3798
66454,204.34780642,-46.42787917,5.91,8.37,,B8V,HD 118354,,"rgb(191,211,254)",*,3392562,11743
66458,204.36511796,36.29489816,4.82,17.01,,A7III,*  25 CVn,,"rgb(230,236,255)",**,2151334,7872
66475,204.42886829,50.71483835,6.51,1.84,,F3III comp,HD 118741,,"rgb(254,200,148)",**,566317,3712
