hip,ra,dec,Vmag,plx,period,SpType,main_id,NAME,rgb,otype_txt,oid,temp
66476,204.43332037,2.38231432,6.66,4.04,,K0,HD 118578,,"rgb(255,216,180)",*,2166514,4338
66482,204.4456588,-3.23601508,6.68,5.32,,K0,HD 118559,,"rgb(255,214,175)",*,2170824,4248
66511,204.50383374,22.52732493,6.99,11.96,,G5,HD 118670,,"rgb(255,227,201)",SB*,2161593,4845
66515,204.51443694,-42.76498969,6.97,0.71,,K4III,HD 118483,,"rgb(253,196,140)",*,3405867,3570
66521,204.53177653,-58.41464644,6.41,6.9,,K1III,HD 118384,,"rgb(255,219,186)",*,3359374,4486
66522,204.53286796,14.30192586,6.49,13.95,,A9Vs,HD 118660,,"rgb(234,238,255)",*,2163721,7631
66524,204.53753944,-50.34991715,6.64,2.28,,B5II,HD 118450,,"rgb(194,213,254)",PM*,3375839,11184
66563,204.67528292,-29.56086741,5.81,20.42,,F3V,HD 118646,,"rgb(247,243,250)",PM*,2175544,6719
66574,204.69048591,-70.44482946,6.11,7.44,,K3III,HD 118344,,"rgb(254,206,160)",PM*,3331646,3926
66575,204.70396386,-57.62271715,6.0,2.64,,G5Ib,HD 118520,,"rgb(255,218,184)",**,3359088,4434
66577,204.70982973,-33.11127584,7.0,3.01,,B9.5V,HD 118648,,"rgb(197,215,253)",*,2178263,10681
66594,204.75951651,18.26532273,6.46,4.42,,K3III,HD 118839,,"rgb(255,214,177)",PM*,2162766,4275
66607,204.79998686,-75.68378815,6.32,3.51,0.97,B8IV,HD 118285,,"rgb(201,217,253)",Pu*,3317779,10162
66610,204.80793732,10.50966848,6.64,5.75,,M3III,HD 118840,,"rgb(254,204,156)",PM*,2164124,3850
66613,204.81212304,51.80421315,6.49,2.18,,K2,HD 118970,,"rgb(254,207,163)",*,547214,3986
66618,204.83452023,-67.67081962,6.97,30.36,,G2/G3IV/V,HD 118475,,"rgb(254,241,235)",SB*,3330870,5897
66634,204.87686652,52.92120839,5.46,19.27,,A3Vn,*  82 UMa,,"rgb(215,226,255)",PM*,547200,8903
66640,204.89423728,10.74626874,5.57,18.68,,F0V,HD 118889,,"rgb(241,241,254)",**,2164125,7169
66645,204.92017972,-39.7475868,6.29,2.91,,M3/M4III,V* V765 Cen,,"rgb(253,198,145)",LP?,2180403,3653
66656,204.9522902,-40.05170854,5.61,6.25,,K2/K3III,HD 118799,,"rgb(254,211,169)",PM*,2180416,4119
66657,204.97191001,-53.46639378,2.29,8.68,,B1III,* eps Cen,,"rgb(186,208,255)",bC*,3376211,12923
66663,204.99382896,-16.44653701,6.71,3.62,,K3III,HD 118876,,"rgb(254,202,154)",*,2173683,3811
66666,204.99919734,-49.94995564,5.74,6.0,,M8III,V* V744 Cen,,"rgb(254,202,153)",LP*,3375814,3799
66668,205.00229685,-70.78778738,6.59,3.24,,K0III,HD 118522,,"rgb(254,211,170)",**,3316772,4137
66679,205.03641701,-27.57778905,6.8,2.95,,K2/K3III,HD 118877,,"rgb(254,205,158)",PM*,2174745,3897
66681,205.04461458,-64.57655314,5.79,14.44,,F3III-IV,HD 118666,,"rgb(245,242,252)",PM*,3344140,6874
66690,205.06490984,31.0120362,6.21,6.04,,G5II:,HD 119035,,"rgb(255,227,201)",PM*,2155299,4833
66700,205.08910018,57.20760633,6.28,11.32,2.45,A4p SrCrEu,V* CQ UMa,,"rgb(214,226,255)",a2*,500796,8922
66704,205.09680427,50.51941286,6.31,39.64,,F7.7V,HD 119124,,"rgb(252,243,242)",PM*,566326,6225
66722,205.15687696,-44.33023397,6.57,8.25,,A0V,HD 118878,,"rgb(207,221,254)",*,3405911,9508
66725,205.16282109,28.06516463,6.22,8.54,,K3III,HD 119081,,"rgb(254,210,168)",PM*,2157965,4101
66727,205.16862222,19.95571946,5.73,10.77,,A1V,*   1 Boo,,"rgb(203,219,254)",**,2162753,9918
66728,205.1700941,76.84378495,6.69,8.57,,A5,HD 119702,,"rgb(228,234,255)",*,390666,8018
66735,205.18065453,52.77184722,6.88,4.57,,K0,HD 119214,,"rgb(255,223,194)",*,547205,4657
66738,205.18447166,54.68163385,4.63,5.94,,M2IIIvar,*  83 UMa,,"rgb(253,197,143)",LP*,529592,3607
66753,205.23116443,-85.78604339,5.56,12.71,,A2m...,* kap Oct,,"rgb(224,232,255)",PM*,3290304,8296
66763,205.25978175,22.49576769,5.63,10.13,,G9III,*   2 Boo,,"rgb(255,225,196)",*,2161598,4721
66765,205.26738011,-34.46415571,6.92,64.08,,K1V,HD 118972,,"rgb(255,232,212)",PM*,2179737,5120
66782,205.30643024,-46.0283072,6.7,8.08,,K0III,HD 118962,,"rgb(255,224,195)",*,3392547,4685
66783,205.30661789,-71.86826865,6.91,3.42,,M4III,V* LY Mus,,"rgb(253,191,130)",Sy*,3317271,3390
66798,205.37455173,64.82241123,5.85,14.74,,A2V,HD 119476,,"rgb(210,223,255)",PM*,460640,9297
66800,205.37856984,-23.44981019,6.6,4.2,,A1V,HD 119086,,"rgb(208,222,254)",**,2207107,9465
66802,205.40262276,-45.49382988,6.89,5.64,,K2/K3III,HD 118998,,"rgb(254,212,172)",*,3406267,4185
66803,205.40323586,-8.70298428,5.03,7.13,,M2III,* m Vir,,"rgb(253,197,143)",PM*,2205081,3617
66806,205.41447861,-75.1153694,6.9,1.83,,A0V+...,HD 118667,,"rgb(249,243,248)",**,5545134,6571
66821,205.43654531,-54.55942517,4.99,12.05,,B8Vn+...,* Q Cen,,"rgb(196,214,253)",**,3376680,10867
66825,205.43984891,-33.59737824,6.58,1.58,90.43,M3e,V* T Cen,,"rgb(253,199,146)",Mi*,2208446,3671
66849,205.50453038,-58.78707818,5.38,5.04,,B9IV,HD 118978,,"rgb(198,215,253)",*,3359216,10502
66857,205.52686744,65.27308506,6.6,7.48,,A2,HD 119581,,"rgb(218,228,255)",PM*,461056,8702
66860,205.55316794,8.38839417,6.16,27.96,,F3Vp,HD 119288,,"rgb(246,243,251)",PM*,2197473,6785
66874,205.58653723,-33.98046006,6.66,12.65,,F2:+...,HD 119191,,"rgb(247,243,251)",**,2209081,6754
66878,205.59622868,82.75240765,5.92,8.96,,G9III,HD 120565,,"rgb(255,225,198)",PM*,365796,4759
66892,205.62002607,41.67428188,6.3,3.46,,G6III,HD 119445,,"rgb(255,231,209)",PM*,2180602,5053
66893,205.62883498,55.72769483,6.91,4.39,,K1III,HD 119549,,"rgb(255,219,185)",*,529582,4450
66903,205.66334481,78.06443702,5.91,10.24,,G7III:,HD 120084,,"rgb(255,225,197)",PM*,378567,4742
66904,205.66904046,-61.73783305,6.86,0.27,,B8Iab:,CD-61  3943,,"rgb(233,237,255)",*,3341965,7698
66907,205.68095975,34.98902127,5.98,6.71,,G5III,HD 119458,,"rgb(255,232,212)",SB*,2182756,5114
66910,205.68542307,-61.89203603,6.87,1.22,,K0/2III +A/F,HD 119076,,"rgb(255,218,184)",*,3341966,4440
66923,205.7276383,-50.79023629,6.43,3.44,,M0III,HD 119193,,"rgb(253,195,139)",V*,3376099,3553
66924,205.72926046,-41.4010433,5.96,9.25,,K0III,HD 119250,,"rgb(255,224,195)",HB*,11580386,4697
66925,205.73379181,-56.76797125,6.0,1.07,,B0.5III,HD 119159,,"rgb(193,212,254)",*,3359072,11505
66936,205.76546779,3.53790254,5.35,15.01,,K1III,*  84 Vir,,"rgb(255,221,188)",PM*,5475604,4534
66958,205.85771123,45.5202708,6.69,3.81,,K0,HD 119637,,"rgb(255,217,182)",*,584621,4388
66974,205.898749,14.36561018,6.92,16.55,,G2V,HD 119550,,"rgb(255,241,234)",PM*,2196687,5848
66984,205.91702227,-42.06752151,5.96,2.05,,B8III,HD 119361,,"rgb(194,213,254)",**,3421302,11168
66992,205.9381846,22.70042302,6.12,4.46,,K4III,HD 119584,,"rgb(254,204,157)",PM*,2195530,3875
66997,205.95590225,-40.17798336,6.91,8.54,,F2V,HD 119415,,"rgb(241,241,254)",**,2209750,7146
67004,205.97598577,-5.49893423,6.51,7.87,,A1V,HD 119537,,"rgb(207,221,254)",PM*,2204241,9508
67005,205.97823722,52.06441341,6.02,9.46,,A1V,HD 119765,,"rgb(203,219,254)",*,547216,9918
67008,205.98893813,-59.23598875,6.51,4.76,,B8V,HD 119283,,"rgb(199,216,253)",*,3359225,10475
67036,206.06667148,-51.01245425,6.44,8.88,2.6,A0p,V* V827 Cen,,"rgb(192,211,254)",a2*,3376137,11674
67057,206.12427878,-16.17907241,5.55,4.18,,G1IV/V,*  83 Vir,,"rgb(255,234,217)",*,2206522,5265
67069,206.18584194,-14.22518095,6.9,30.87,,G2V,HD 119638,,"rgb(252,243,242)",PM*,2206258,6204
67071,206.1902706,-25.50093324,6.21,4.62,,K3III,HD 119623,,"rgb(254,207,163)",PM*,2207190,3993
67103,206.30505248,55.87934908,6.47,29.74,,F7IV-V,HD 119992,,"rgb(250,243,246)",PM*,529571,6453
67104,206.30598019,10.32530537,6.42,8.79,,K2,HD 119784,,"rgb(255,214,176)",PM*,2197118,4258
67125,206.36383749,-48.79166179,6.76,17.64,,F8V,HD 119629,,"rgb(252,243,242)",PM*,3392897,6212
67139,206.39611788,-15.7674669,6.18,9.63,,A0V,*  85 Vir,,"rgb(206,221,254)",*,2206524,9585
67143,206.40371311,-26.11600947,5.81,11.35,,A0V,HD 119752,,"rgb(204,219,254)",PM*,11582566,9847
67153,206.42185517,-33.04372133,4.23,51.91,,F3V,* i Cen,,"rgb(244,242,252)",SB*,2208548,6933
67172,206.48466354,-12.42652777,5.5,8.6,,G8III,* 86 Vir,,"rgb(255,230,207)",**,2205505,5001
67194,206.55643908,41.08874609,5.88,19.48,,A5V,HD 120047,,"rgb(227,234,255)",PM*,2180693,8078
67195,206.55722225,30.89701116,6.51,22.26,,F5,HD 120005,,"rgb(250,243,246)",SB*,2184513,6429
67199,206.56045792,-54.68336812,6.42,9.67,,A1V,HD 119727,,"rgb(215,226,255)",*,3376553,8875
67206,206.57499661,-62.4515957,6.58,-0.1,,B2Ia,HD 119646,,"rgb(215,226,255)",*,3343451,8857
67210,206.5794252,38.50362557,5.92,8.08,,G9III,HD 120048,,"rgb(255,228,202)",PM*,2181827,4871
67231,206.64856701,54.43267937,5.68,11.58,1.39,B9p EuCr,*  84 UMa,,"rgb(197,215,253)",a2*,529163,10639
67232,206.65245748,-62.90961512,6.6,-0.5,,A2II,HD 119699,,"rgb(225,232,255)",*,3343645,8209
67234,206.66407543,-51.43276572,4.64,12.68,,G8/K0III,* M Cen,,"rgb(255,227,202)",SB*,3393430,4853
67239,206.68051281,25.70223621,5.97,11.97,,F6IV-V,*   3 Boo,,"rgb(252,243,244)",SB*,2192998,6286
67244,206.73479883,-36.25193268,5.15,7.61,,A0V,* z Cen,,"rgb(201,217,253)",*,2209478,10213
67246,206.73800936,6.35037507,6.33,32.66,,G0V,HD 120066,,"rgb(255,241,234)",PM*,2197894,5852
67250,206.74906154,38.54269716,5.51,10.74,,K0III+...,HD 120164,,"rgb(255,223,194)",PM*,2181829,4657
67260,206.79399631,-52.26926084,6.93,9.49,,A0V,HD 119884,,"rgb(204,219,254)",**,3376194,9882
67261,206.79526515,-62.58971443,6.4,0.28,,A7V,HD 119796,,"rgb(254,176,100)",s*y,3343589,2930
67270,206.80495402,-19.25578224,6.73,10.35,,A2/A3m...,HD 120025,,"rgb(239,240,255)",PM*,2206750,7318
67271,206.80584964,-9.70945531,6.04,6.37,,K5III,HD 120033,,"rgb(254,205,159)",**,2205161,3921
67275,206.81559553,17.45690604,4.5,64.12,,F7V,* tau Boo,,"rgb(251,243,245)",Ro*,2196682,6352
67288,206.85579936,-17.85983898,5.41,5.13,,M2III,*  87 Vir,,"rgb(253,197,143)",PM*,2206726,3617
67289,206.8556896,-6.70541735,6.99,10.33,,A3,HD 120088,,"rgb(232,236,255)",PM*,2204255,7767
67292,206.86516082,-50.24929064,5.92,16.64,,A3m...,HD 119938,,"rgb(235,238,255)",PM*,3392951,7597
67300,206.88144999,37.89330475,6.99,2.24,,K0III,HD 120245,,"rgb(255,219,186)",*,2181834,4480
67301,206.88515682,49.31326506,1.85,32.39,,B3V SB,* eta UMa,Alcaid | Alkaid,"rgb(192,212,254)",PM*,566010,11556
67302,206.89248726,-71.2311392,6.83,5.99,,B9V,HD 119700,,"rgb(197,215,253)",*,3332026,10639
67304,206.91058648,-50.32068238,5.46,7.18,,K2III,HD 119971,,"rgb(254,208,165)",PM*,3393186,4032
67338,207.02128852,42.04746868,6.59,5.93,,K1III,HD 120348,,"rgb(255,220,188)",PM*,605336,4527
67355,207.07494169,-6.83738141,6.57,7.81,,K0,*  88 Vir,,"rgb(255,228,204)",*,2204258,4914
67379,207.14455535,7.96011333,6.81,16.69,,F2,HD 120317,,"rgb(240,241,255)",PM*,2197532,7216
67384,207.16139965,31.19020636,5.61,10.49,,K0III,HD 120420,,"rgb(255,223,194)",*,2184515,4667
67385,207.16194567,-2.84047496,6.71,2.93,,K2,HD 120297,,"rgb(254,204,157)",*,2203552,3876
67389,207.17439732,-37.1274163,6.73,21.69,,F2V,HD 120207,,"rgb(247,243,250)",*,2209498,6704
67408,207.22944521,-35.70417969,6.56,35.35,,G0V,HD 120237A,,"rgb(253,242,240)",PM*,5610057,6124
67438,207.31870089,-40.51640181,6.95,17.63,,F3V,HD 120272,,"rgb(244,242,253)",PM*,2209808,6972
67457,207.36133803,-34.45077587,4.19,18.39,,M5III,* g Cen,,"rgb(254,201,151)",LP*,2209174,3763
67459,207.36933786,15.7979049,4.05,13.29,,K5IIIvar,* ups Boo,,"rgb(254,201,151)",PM*,2196368,3763
67461,207.37213357,6.34382691,6.76,10.54,,A0,HD 120448,,"rgb(211,224,255)",*,2197901,9195
67464,207.37615454,-41.68770924,3.41,6.87,2.62,B2IV,* nu. Cen,,"rgb(181,205,255)",SB*,3421323,14219
67470,207.40026139,13.01030082,6.66,17.51,,F8V,HD 120510,,"rgb(250,243,246)",SB*,2196758,6429
67472,207.40412075,-42.47373178,3.47,6.19,,B2IV-Ve,* mu. Cen,,"rgb(186,208,255)",Be*,3421428,12902
67480,207.42847143,21.26410554,4.92,8.86,,K4III,* e Boo,,"rgb(254,205,158)",SB*,2195559,3898
67481,207.43397857,8.40863733,6.6,6.97,,A0,V* FQ Boo,,"rgb(217,228,255)",dS*,2197524,8738
67483,207.4371936,36.63282317,6.43,15.41,,A7IV-V,HD 120600,,"rgb(232,237,255)",PM*,2181848,7753
67485,207.43960426,61.48931304,5.97,8.26,,G3V,HD 120787,,"rgb(255,226,200)",SB*,476032,4806
67494,207.46784793,-18.13416784,4.96,13.48,,K0III,*  89 Vir,,"rgb(255,222,191)",PM*,2206743,4605
67495,207.46832749,13.19194764,6.65,10.06,,A2,HD 120541,,"rgb(228,234,255)",PM*,2196759,8026
67512,207.50578567,78.99568982,6.59,5.72,,G5,HD 121457,,"rgb(255,218,184)",PM*,378560,4438
67521,207.525947,18.62893688,6.84,11.82,,F0,HD 120601,,"rgb(240,240,255)",PM*,2195986,7246
67523,207.52711863,-29.08132123,6.19,9.02,,A0V,HD 120455,,"rgb(200,217,253)",PM*,2207766,10238
67529,207.53374077,42.55727476,7.0,10.39,,F0,HD 120702,,"rgb(243,242,253)",*,605331,7027
67537,207.58082308,-39.90085542,6.43,8.89,,K1III,HD 120457,,"rgb(255,225,198)",RG*,2209806,4762
67543,207.59793802,21.27660698,6.82,9.65,,G0,HD 120651,,"rgb(255,228,203)",PM*,2195561,4891
67545,207.60282876,5.49722353,6.0,8.09,,K0,HD 120602,,"rgb(255,230,207)",*,2197925,4999
67548,207.61559793,58.53945774,6.45,12.12,,A3V,HD 120874,,"rgb(212,225,255)",*,500776,9086
67555,207.64414226,-19.8978949,6.54,11.11,,F6IV/V,HD 120544,,"rgb(251,243,245)",SB*,2206760,6343
67578,207.71174735,-7.78428872,6.92,0.89,,K0,HD 120637,,"rgb(254,212,171)",*,2205150,4157
67589,207.74632991,68.31530039,6.39,10.52,,K2IV,HD 121146,,"rgb(255,216,180)",PM*,427209,4350
67590,207.7487823,53.29052777,6.88,16.79,,F5,HD 120915,,"rgb(249,243,248)",PM*,529143,6528
67592,207.75241207,80.76791717,6.67,7.56,,K0,HD 121778,,"rgb(255,219,186)",*,365877,4474
67596,207.76888578,34.77251598,6.66,11.24,,A5IV,HD 120818,,"rgb(215,226,255)",*,2183086,8875
67605,207.78839876,34.66439928,5.89,4.82,,M2III,HD 120819,,"rgb(253,197,142)",PM*,2183087,3601
67620,207.8347002,-24.39036759,6.43,50.2,,G5V,HD 120690,,"rgb(255,238,227)",SB*,2207189,5591
67627,207.85808156,64.72327175,4.58,8.33,,M3III,* i Dra,,"rgb(253,199,147)",LP?,460658,3688
67648,207.90206704,-36.43327916,6.34,16.69,,F6V,HD 120672,,"rgb(250,243,247)",PM*,11580487,6462
67663,207.94673726,-46.89866634,5.77,2.78,,B2Vp,HD 120640,,"rgb(188,209,255)",*,3406192,12548
67664,207.94762556,-69.40125831,5.73,4.0,,K5/M0III,HD 120404,,"rgb(253,194,137)",*,3331436,3510
67665,207.94781273,34.4442404,4.76,5.4,,K5III,V* AW CVn,,"rgb(253,198,144)",LP?,2183090,3633
67669,207.95666818,-32.99408951,4.32,10.96,,B5,* 3 Cen,,"rgb(189,210,255)",**,2208660,12409
67673,207.9624856,11.9371997,6.9,16.66,,F5III,HD 120865,,"rgb(247,243,250)",PM*,2197105,6714
67674,207.96581684,10.13592541,6.57,4.16,,K5,HD 120848,,"rgb(254,202,152)",**,2197129,3775
67696,208.00406457,-31.61920729,6.11,18.66,,F5/F6V,HD 120759,,"rgb(250,243,247)",PM*,2208536,6490
67700,208.01213425,-47.86574186,6.94,4.17,,K0/K1III+..,HD 120675,,"rgb(255,235,220)",*,3406422,5350
67703,208.02025807,-52.81152998,5.26,8.99,,B9Vn,* N Cen,,"rgb(194,213,254)",*,3376227,11310
67714,208.07669152,12.16513532,6.1,10.03,,A1V,HD 120934,,"rgb(206,220,254)",*,2197106,9629
67735,208.13611968,16.72900902,6.65,3.51,,K5,HD 120997,,"rgb(254,201,151)",*,2216342,3763
67744,208.16170006,-18.70901136,6.95,3.56,1.32,A1V,V* DL Vir,,"rgb(254,241,236)",EB*,2226417,5917
67778,208.28515223,40.33797704,6.48,2.38,,K5,HD 121197,,"rgb(254,200,149)",*,2210003,3719
67782,208.29284253,28.64813144,5.91,15.46,,A7V,HD 121164,,"rgb(226,233,255)",**,2213819,8147
67786,208.30224583,-31.92761234,4.75,4.87,,B4IV,* h Cen,,"rgb(191,211,254)",SB*,2227856,11761
67787,208.30387768,17.93286824,5.71,4.77,,G5III,*   7 Boo,,"rgb(255,232,213)",*,2215894,5148
67799,208.33413779,52.32299166,6.76,3.83,,M4III:,V* EH UMa,,"rgb(254,203,154)",LP*,546861,3823
67800,208.33662611,42.18481455,6.86,3.44,,A0,HD 121247,,"rgb(207,221,254)",*,605340,9508
67803,208.34626999,33.78678346,6.98,3.51,59.25,K5III,V* CW CVn,,"rgb(254,203,154)",LP*,2212191,3816
67819,208.38650432,-35.66424831,5.53,19.97,,F3V,* y Cen,,"rgb(248,243,249)",**,2228203,6654
67836,208.42956174,-53.37332288,5.87,2.71,,B5III,HD 120908,,"rgb(202,218,253)",*,3376523,10014
67848,208.46255863,53.72867698,5.7,7.35,,A0V,*  86 UMa,,"rgb(198,215,253)",*,529141,10542
67851,208.46692231,-35.31436141,6.17,15.53,,K0III,HD 121056,,"rgb(255,225,196)",RG*,2228197,4721
67861,208.48850068,-47.12816406,5.83,0.0,,B2IIIe,HD 120991,,"rgb(196,214,253)",Be*,3406388,10838
67888,208.56698162,-28.74318663,6.77,7.49,,K2/K3III,HD 121157,,"rgb(255,216,179)",*,11582255,4332
67890,208.5693312,-28.56959005,6.05,15.8,,K2III,HD 121156,,"rgb(255,219,185)",RG*,2227476,4452
67892,208.58350181,-32.44551949,6.97,7.96,,F0V,HD 121139,,"rgb(241,241,255)",PM*,2227864,7187
67896,208.58905533,-17.18012244,6.59,4.84,,K3III,HD 121221,,"rgb(254,207,162)",*,2226210,3971
67899,208.60058445,-54.4121163,6.77,5.55,,G8/K0III,HD 121009,,"rgb(255,228,204)",**,11578589,4914
67908,208.63210399,-22.24503492,6.61,5.71,,G8/K0III,HD 121223,,"rgb(255,223,192)",**,2226635,4625
67918,208.65976973,-34.59753936,6.83,18.95,,F5V,HD 121187,,"rgb(246,243,251)",PM*,2228191,6801
67927,208.67116138,18.39771704,2.68,88.17,,G0IV,* eta Boo,Muphrid,"rgb(253,242,239)",SB*,2215890,6046
67929,208.67561164,-1.50312472,5.16,12.84,,K2III,* p Vir,,"rgb(255,220,188)",PM*,2220728,4529
67942,208.70462976,-67.65209986,5.74,2.57,,K2III,HD 120913,,"rgb(254,202,153)",*,3330885,3808
67953,208.74250823,-8.05885201,6.19,29.57,,F8V+...,HD 121325,,"rgb(252,243,243)",**,2224988,6255
67956,208.74696577,-55.0214891,6.97,2.88,,M0/M1III,HD 121122,,"rgb(253,198,144)",V*,3376575,3636
67958,208.75723351,-19.21727059,6.97,2.27,,G6/G8III+..,HD 121303,,"rgb(255,227,201)",*,11584752,4830
67973,208.80059001,-52.16082189,5.66,9.54,,B8V,HD 121190,,"rgb(195,213,254)",Pu*,3393261,11122
67980,208.81790391,-32.09922801,6.98,4.8,,K1/K2III+..,HD 121287,,"rgb(255,230,207)",*,2227860,5001
68002,208.88494064,-47.28837511,2.55,8.48,,B2.5IV,* zet Cen,,"rgb(186,208,255)",SB*,3406410,13032
68009,208.91197697,-82.66619021,5.95,3.74,,K2/K3III:p,HD 120213,,"rgb(254,206,160)",*,3303174,3932
68019,208.93380315,-41.99493631,6.64,2.5,,M1/M2III,V* V986 Cen,,"rgb(254,200,149)",LP*,3437945,3718
68021,208.93514709,-31.28497702,6.53,7.02,,G6/G8III,HD 121397,,"rgb(255,230,208)",PM*,11582083,5012
68024,208.94981861,-9.55991067,6.69,3.19,,K5,HD 121481,,"rgb(254,200,149)",*,2225040,3719
68030,208.95830638,14.05650304,6.16,41.28,,F6V,HD 121560,,"rgb(251,243,244)",PM*,2216746,6308
68035,208.96810202,-50.66094682,6.92,7.5,,G8III,HD 121293,,"rgb(255,227,201)",PM*,3393290,4835
68038,208.97132882,-9.75528378,6.85,16.19,,F5,HD 121496,,"rgb(250,243,247)",*,2225050,6495
68043,208.9767616,-30.57822103,6.96,6.87,,F2V,HD 121414,,"rgb(246,242,251)",*,2227906,6832
68050,209.00160276,-3.66194885,6.78,4.46,,K2,HD 121523,,"rgb(254,207,163)",V*,2223079,3991
68054,209.019137,-55.95305529,6.83,5.67,,K0III,HD 121280,,"rgb(255,227,200)",RG*,3376975,4823
68055,209.01988801,28.67254917,6.99,7.69,,A0,HD 121626,,"rgb(207,221,254)",*,2213979,9552
68064,209.03965674,25.91871083,6.78,8.88,,F2V,V* ZZ Boo,,"rgb(245,242,252)",EB*,2214818,6869
68065,209.04358067,32.03259851,6.31,13.81,,F4IV-V,HD 121682,,"rgb(245,242,252)",PM*,2213166,6874
68079,209.08239879,-46.59294832,5.82,11.48,,K0IV,HD 121416,,"rgb(255,218,184)",PM*,3406199,4429
68080,209.08319085,-54.13241976,6.14,7.0,,A1V,HD 121336,,"rgb(209,223,255)",**,3376538,9317
68088,209.11070995,-52.03559558,6.73,2.11,,A5III,HD 121402,,"rgb(236,239,255)",*,3393324,7519
68092,209.11615413,1.05058146,5.9,9.66,,A8V,*  92 Vir,,"rgb(228,234,255)",*,2218928,8033
68099,209.13027466,-27.63808853,6.83,7.46,,K0III,HD 121524,,"rgb(255,227,201)",RG*,11582282,4835
68101,209.13726652,-54.70466479,6.0,26.24,,G8V,HD 121384,,"rgb(255,235,219)",PM*,3376964,5341
68103,209.14242131,27.49208236,5.02,5.03,,K3IIIvar,*   9 Boo,,"rgb(254,204,157)",PM*,2214802,3884
68108,209.15397696,15.8910981,6.82,7.0,,K0,HD 121683,,"rgb(255,228,202)",PM*,2216384,4871
68114,209.17964083,-38.31912753,6.97,3.96,,K2III,HD 121527,,"rgb(255,213,173)",*,2228648,4205
68124,209.19994242,-46.38601174,6.95,3.51,,B2V,HD 121483,,"rgb(190,211,254)",*,3406200,12029
68146,209.27631342,20.95391181,6.68,2.57,,K0,HD 121764,,"rgb(253,199,147)",*,2215600,3692
68170,209.3388362,-62.4889464,6.65,14.0,,G3III/IV,HD 121454,,"rgb(255,235,218)",**,3360807,5311
68177,209.36552256,-23.02262991,6.14,5.47,,K2/K3III,HD 121699,,"rgb(254,205,159)",*,2226891,3908
68184,209.38357285,61.49286147,6.49,98.97,,K3V,HD 122064,,"rgb(255,223,193)",PM*,475314,4648
68191,209.41201502,-63.68669582,4.71,15.61,,K4III,HD 121474,,"rgb(255,221,190)",PM*,3343734,4569
68196,209.42846499,53.91006312,6.94,6.94,,A0,HD 122007,,"rgb(236,239,255)",**,526096,7493
68207,209.452557,-49.01902634,7.0,6.01,,G8/K0III,HD 121638,,"rgb(255,222,192)",PM*,3406538,4609
68224,209.49531419,-25.99807907,6.42,5.63,,K1III,HD 121758,,"rgb(254,212,172)",*,2227203,4168
68245,209.56777521,-42.10075343,3.83,7.01,,B2IV,* phi Cen,,"rgb(181,205,255)",V*,3437849,14192
68267,209.6243522,-14.12206518,6.84,7.68,,K0III,HD 121883,,"rgb(255,226,200)",*,2225937,4813
68269,209.62977484,-24.97224873,5.2,9.61,,B8V,*  47 Hya,,"rgb(193,212,254)",PM*,2227189,11342
68270,209.63016633,-65.80066485,6.2,6.18,,K0III,HD 121557,,"rgb(255,223,193)",PM*,3344796,4641
68276,209.66217838,21.69621876,5.76,6.79,,A0Vs,*  10 Boo,,"rgb(201,217,253)",*,2215594,10150
68279,209.6662802,14.64927486,6.01,6.14,,K5III,HD 121980,,"rgb(254,205,158)",PM*,2216729,3901
68282,209.66978489,-44.80358412,3.87,7.81,,B2IV-V,* ups01 Cen,,"rgb(183,206,255)",V*,3421644,13780
68290,209.69041053,46.59624105,6.98,2.34,,M2III,HD 122132,,"rgb(253,196,140)",V*,584602,3569
68304,209.73089169,53.1064729,6.83,6.95,,A2,HD 122200,,"rgb(219,228,255)",*,526450,8632
68309,209.7496399,-6.92523551,6.95,6.71,,G5,HD 121981,,"rgb(255,226,200)",PM*,2223859,4803
68333,209.82284474,-50.36964668,5.92,9.72,,G8/K0III,HD 121853,,"rgb(255,227,201)",HB*,3393285,4848
68380,209.95533117,-3.54978797,6.36,12.89,,F8V,HD 122106,,"rgb(250,243,246)",**,2223082,6453
68390,210.00050476,-25.01040286,5.77,17.43,,F6V,*  48 Hya,,"rgb(250,243,247)",PM*,2227190,6481
68398,210.01947877,-8.16163997,6.56,9.29,,K0,HD 122135,,"rgb(255,223,192)",PM*,2225025,4625
68413,210.07246206,-61.48102826,6.49,15.34,,F1III-IV,HD 121901,,"rgb(240,240,255)",PM*,3360630,7258
68414,210.0786404,-46.12724795,6.57,13.03,,A7V,HD 122015,,"rgb(230,236,255)",*,11579915,7865
68418,210.09764374,39.02993722,6.63,4.39,,K2,HD 122326,,"rgb(254,211,170)",*,2210159,4126
68431,210.13671697,-78.58998127,6.09,4.48,,B9III,HD 121439,,"rgb(202,218,253)",*,3318208,10038
68434,210.15041756,-26.26641467,6.73,22.8,,F5/F6V,HD 122156,,"rgb(249,243,247)",PM*,2227209,6513
68455,210.21852583,-66.26891031,5.96,13.01,,F0V,HD 121932,,"rgb(241,241,254)",PM*,3344849,7146
68474,210.28504019,-37.47001437,6.88,3.84,,K2III,HD 122195,,"rgb(254,212,171)",PM*,2228634,4164
68475,210.28573197,-44.19771713,6.7,5.83,,A4/A5V,HD 122158,,"rgb(221,230,255)",PM*,3421627,8435
